ID, NAME, FILE, LINE, ALTERNATIVE/LINK 
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/json/GetCustomerData.php,|mysql_select_db("w3af_test", $link);|,mysqli_()
2,mysql_select_db,/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string.php,|mysql_select_db("w3af_test", $link);|,mysqli_select_db()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_integer.php,|$result = mysql_query("SELECT * FROM users where email ='" . $_GET['email'] ."'", $link);|,mysqli_()
2,mysql_select_db,/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/forms/data_receptor.php,|mysql_select_db("w3af_test", $link);|,mysqli_select_db()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/json/GetCustomerData.php,|mysql_result($result, 0, "name");|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/repeated_parameter_names/repeated_parameter_names.php,|$link = mysql_connect("localhost", "root", "moth");|,mysqli_()
2,mysql_select_db,/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string_rnd.php,|mysql_select_db("w3af_test", $link);|,mysqli_select_db()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/wml_parser/form_sql_injection.php,mysql_query($templine) or print('Error performing query \'<strong>' . $templine . '\': ' . mysql_error() . '<br /><br />');,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_no_results.php,|$link = mysql_connect ("localhost", "root", "moth");|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_string.php,|$link = mysql_connect("localhost", "root" , "moth");|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/ajax/GetCustomerData.php,|$result = mysql_query("SELECT * FROM users where email ='" . $_GET['email'] ."'", $link);|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/wml_parser/sql_injection_string.php,|mysql_select_db("w3af_test", $link);|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/core/json/GetCustomerData.php,|$link = mysql_connect("localhost", "root", "moth");|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_integer.php,|$link = mysql_connect("localhost", "root", "moth");|,mysqli_()
2,mysql_select_db,/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_integer.php,|mysql_select_db("w3af_test", $link);|,mysqli_select_db()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,$num_rows = mysql_num_rows($result);,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_string.php,|mysql_select_db("w3af_test", $link);|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_string.php,|mysql_result($result, 0, "name");|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_table.php,|mysql_select_db("w3af_test", $link);|,mysqli_()
8,mysql_(),/home/jorge/Documents/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,|$result = mysql_query("SELECT * FROM users where id=" . $_GET["id"], $link);|,mysqli_()
