8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_integer.php,|mysql_select_db("w3af_test", $link);|,mysqli_()
2,mysql_select_db,php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_no_results.php,|mysql_select_db("w3af_test", $link);|,mysqli_select_db()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/core/json/GetCustomerData.php,|mysql_select_db("w3af_test", $link);|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/core/wml_parser/sql_injection_string.php,|$link = mysql_connect ("localhost", "root", "moth");|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_single.php,|$result = mysql_query("SELECT * FROM users where id=" . $_GET["id"], $link);|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/core/repeated_parameter_names/repeated_parameter_names.php,|$result = mysql_query("SELECT * FROM users where email ='" . $_GET['email'] ."'", $link);|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string_rnd.php,$result = mysql_query($sql);,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_integer.php,|$result = mysql_query("SELECT * FROM users WHERE nombre ='" . $_POST['firstname'] ."'", $link);|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/core/wml_parser/sql_injection_string.php,|mysql_select_db ("w3af_test", $link);|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_integer.php,mysql_select_db('database');,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/core/ajax/GetCustomerData.php,|$link = mysql_connect("localhost", "root", "moth");|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string.php,mysql_query($templine) or print('Error performing query \'<strong>' . $templine . '\': ' . mysql_error() . '<br /><br />');,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/forms/data_receptor.php,|$result = mysql_query("SELECT * FROM users where nombre='" . $_GET["nombre"] . "'", $link);|,mysqli_()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string_rnd.php,$username = mysql_escape_string($username);,mysqli_()
2,mysql_select_db,php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_table.php,|mysql_select_db("w3af_test", $link);|,mysqli_select_db()
8,mysql_(),php/w3af-moth/webroot/moth/w3af/core/wml_parser/form_sql_injection.php,$exceptionstring .= mysql_errno() . ": " . mysql_error();,mysqli_()
